belief_snapshot_id,episode_id,paired_episode_index,primitive_step_index,phase,policy_id,lambda_value,uses_memory_features,updates_belief,W_layer,environment_mode,belief_update_count,belief_before_json,observed_lift_evidence_json,belief_after_json,memory_update_status,belief_values,claim_status
v49_r004_no_memory_baseline_p00056_rep00_after_primitive_p00,v49_r004_no_memory_baseline_p00056_rep00,56,0,after_primitive,no_memory_baseline,0.0,False,False,W1,gaussian_four,0,,{},"{""label"":""after_primitive_p00"",""lambda_value"":0.0,""update_count"":0,""values"":""0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",not_updated_within_primitive,"0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_no_memory_baseline_p00056_rep00_before_primitive_p01,v49_r004_no_memory_baseline_p00056_rep00,56,1,before_primitive,no_memory_baseline,0.0,False,False,W1,gaussian_four,0,"{""label"":""before_primitive_p01"",""lambda_value"":0.0,""update_count"":0,""values"":""0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,not_updated_within_primitive,"0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_no_memory_baseline_p00056_rep00_after_primitive_p01,v49_r004_no_memory_baseline_p00056_rep00,56,1,after_primitive,no_memory_baseline,0.0,False,False,W1,gaussian_four,0,,{},"{""label"":""after_primitive_p01"",""lambda_value"":0.0,""update_count"":0,""values"":""0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",not_updated_within_primitive,"0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_no_memory_baseline_p00056_rep00_after_episode_p-1,v49_r004_no_memory_baseline_p00056_rep00,56,-1,after_episode,no_memory_baseline,0.0,False,False,W1,gaussian_four,0,,"{""episode_id"":""v49_r004_no_memory_baseline_p00056_rep00"",""lift_evidence_m_s"":0.46118085904102957,""x_w_m"":1.2716286686628768,""y_w_m"":2.1717779290602364}","{""label"":""after_episode_p-1"",""lambda_value"":0.0,""update_count"":0,""values"":""0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",not_updated_policy_does_not_use_episode_memory,"0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_static_map_baseline_p00056_rep00_before_episode_p-1,v49_r004_static_map_baseline_p00056_rep00,56,-1,before_episode,static_map_baseline,0.8,True,False,W1,gaussian_four,0,"{""label"":""before_episode_p-1"",""lambda_value"":0.8,""update_count"":0,""values"":""0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,episode_start,"0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621",simulation_only_episodic_lift_belief
v49_r004_static_map_baseline_p00056_rep00_before_primitive_p00,v49_r004_static_map_baseline_p00056_rep00,56,0,before_primitive,static_map_baseline,0.8,True,False,W1,gaussian_four,0,"{""label"":""before_primitive_p00"",""lambda_value"":0.8,""update_count"":0,""values"":""0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,not_updated_within_primitive,"0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621",simulation_only_episodic_lift_belief
v49_r004_static_map_baseline_p00056_rep00_after_primitive_p00,v49_r004_static_map_baseline_p00056_rep00,56,0,after_primitive,static_map_baseline,0.8,True,False,W1,gaussian_four,0,,{},"{""label"":""after_primitive_p00"",""lambda_value"":0.8,""update_count"":0,""values"":""0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",not_updated_within_primitive,"0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621",simulation_only_episodic_lift_belief
v49_r004_static_map_baseline_p00056_rep00_before_primitive_p01,v49_r004_static_map_baseline_p00056_rep00,56,1,before_primitive,static_map_baseline,0.8,True,False,W1,gaussian_four,0,"{""label"":""before_primitive_p01"",""lambda_value"":0.8,""update_count"":0,""values"":""0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,not_updated_within_primitive,"0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621",simulation_only_episodic_lift_belief
v49_r004_static_map_baseline_p00056_rep00_after_primitive_p01,v49_r004_static_map_baseline_p00056_rep00,56,1,after_primitive,static_map_baseline,0.8,True,False,W1,gaussian_four,0,,{},"{""label"":""after_primitive_p01"",""lambda_value"":0.8,""update_count"":0,""values"":""0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",not_updated_within_primitive,"0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621",simulation_only_episodic_lift_belief
v49_r004_static_map_baseline_p00056_rep00_after_episode_p-1,v49_r004_static_map_baseline_p00056_rep00,56,-1,after_episode,static_map_baseline,0.8,True,False,W1,gaussian_four,0,,"{""episode_id"":""v49_r004_static_map_baseline_p00056_rep00"",""lift_evidence_m_s"":0.46118085904102957,""x_w_m"":1.2716286686628768,""y_w_m"":2.1717779290602364}","{""label"":""after_episode_p-1"",""lambda_value"":0.8,""update_count"":0,""values"":""0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",not_updated_policy_does_not_use_episode_memory,"0.123226,0.099130,0.036311,0.124499;0.529083,0.754882,0.936574,0.858695;0.160409,0.844645,1.477389,0.606431;0.230660,0.422907,0.328776,0.399621",simulation_only_episodic_lift_belief
v49_r004_context_only_without_memory_p00056_rep00_before_episode_p-1,v49_r004_context_only_without_memory_p00056_rep00,56,-1,before_episode,context_only_without_memory,0.0,False,False,W1,gaussian_four,0,"{""label"":""before_episode_p-1"",""lambda_value"":0.0,""update_count"":0,""values"":""0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,episode_start,"0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_only_without_memory_p00056_rep00_before_primitive_p00,v49_r004_context_only_without_memory_p00056_rep00,56,0,before_primitive,context_only_without_memory,0.0,False,False,W1,gaussian_four,0,"{""label"":""before_primitive_p00"",""lambda_value"":0.0,""update_count"":0,""values"":""0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,not_updated_within_primitive,"0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_only_without_memory_p00056_rep00_after_primitive_p00,v49_r004_context_only_without_memory_p00056_rep00,56,0,after_primitive,context_only_without_memory,0.0,False,False,W1,gaussian_four,0,,{},"{""label"":""after_primitive_p00"",""lambda_value"":0.0,""update_count"":0,""values"":""0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",not_updated_within_primitive,"0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_only_without_memory_p00056_rep00_before_primitive_p01,v49_r004_context_only_without_memory_p00056_rep00,56,1,before_primitive,context_only_without_memory,0.0,False,False,W1,gaussian_four,0,"{""label"":""before_primitive_p01"",""lambda_value"":0.0,""update_count"":0,""values"":""0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,not_updated_within_primitive,"0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_only_without_memory_p00056_rep00_after_primitive_p01,v49_r004_context_only_without_memory_p00056_rep00,56,1,after_primitive,context_only_without_memory,0.0,False,False,W1,gaussian_four,0,,{},"{""label"":""after_primitive_p01"",""lambda_value"":0.0,""update_count"":0,""values"":""0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",not_updated_within_primitive,"0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_only_without_memory_p00056_rep00_after_episode_p-1,v49_r004_context_only_without_memory_p00056_rep00,56,-1,after_episode,context_only_without_memory,0.0,False,False,W1,gaussian_four,0,,"{""episode_id"":""v49_r004_context_only_without_memory_p00056_rep00"",""lift_evidence_m_s"":0.46118085904102957,""x_w_m"":1.2716286686628768,""y_w_m"":2.1717779290602364}","{""label"":""after_episode_p-1"",""lambda_value"":0.0,""update_count"":0,""values"":""0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",not_updated_policy_does_not_use_episode_memory,"0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_plus_memory_lambda_0_5_p00056_rep00_before_episode_p-1,v49_r004_context_plus_memory_lambda_0_5_p00056_rep00,56,-1,before_episode,context_plus_memory_lambda_0_5,0.5,True,True,W1,gaussian_four,56,"{""label"":""before_episode_p-1"",""lambda_value"":0.5,""update_count"":56,""values"":""0.000000,0.005754,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,episode_start,"0.000000,0.005754,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_plus_memory_lambda_0_5_p00056_rep00_before_primitive_p00,v49_r004_context_plus_memory_lambda_0_5_p00056_rep00,56,0,before_primitive,context_plus_memory_lambda_0_5,0.5,True,True,W1,gaussian_four,56,"{""label"":""before_primitive_p00"",""lambda_value"":0.5,""update_count"":56,""values"":""0.000000,0.005754,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,not_updated_within_primitive,"0.000000,0.005754,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_plus_memory_lambda_0_5_p00056_rep00_after_primitive_p00,v49_r004_context_plus_memory_lambda_0_5_p00056_rep00,56,0,after_primitive,context_plus_memory_lambda_0_5,0.5,True,True,W1,gaussian_four,56,,{},"{""label"":""after_primitive_p00"",""lambda_value"":0.5,""update_count"":56,""values"":""0.000000,0.005754,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",not_updated_within_primitive,"0.000000,0.005754,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_plus_memory_lambda_0_5_p00056_rep00_before_primitive_p01,v49_r004_context_plus_memory_lambda_0_5_p00056_rep00,56,1,before_primitive,context_plus_memory_lambda_0_5,0.5,True,True,W1,gaussian_four,56,"{""label"":""before_primitive_p01"",""lambda_value"":0.5,""update_count"":56,""values"":""0.000000,0.005754,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,not_updated_within_primitive,"0.000000,0.005754,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_plus_memory_lambda_0_5_p00056_rep00_after_primitive_p01,v49_r004_context_plus_memory_lambda_0_5_p00056_rep00,56,1,after_primitive,context_plus_memory_lambda_0_5,0.5,True,True,W1,gaussian_four,56,,{},"{""label"":""after_primitive_p01"",""lambda_value"":0.5,""update_count"":56,""values"":""0.000000,0.005754,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",not_updated_within_primitive,"0.000000,0.005754,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_plus_memory_lambda_0_5_p00056_rep00_after_episode_p-1,v49_r004_context_plus_memory_lambda_0_5_p00056_rep00,56,-1,after_episode,context_plus_memory_lambda_0_5,0.5,True,True,W1,gaussian_four,57,,"{""episode_id"":""v49_r004_context_plus_memory_lambda_0_5_p00056_rep00"",""lift_evidence_m_s"":0.46118085904102957,""x_w_m"":1.2716286686628768,""y_w_m"":2.1717779290602364}","{""label"":""after_episode_p-1"",""lambda_value"":0.5,""update_count"":57,""values"":""0.000000,0.233467,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",updated_after_episode,"0.000000,0.233467,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_plus_memory_lambda_0_8_p00056_rep00_before_episode_p-1,v49_r004_context_plus_memory_lambda_0_8_p00056_rep00,56,-1,before_episode,context_plus_memory_lambda_0_8,0.8,True,True,W1,gaussian_four,56,"{""label"":""before_episode_p-1"",""lambda_value"":0.8,""update_count"":56,""values"":""0.000000,0.033351,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,episode_start,"0.000000,0.033351,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
v49_r004_context_plus_memory_lambda_0_8_p00056_rep00_before_primitive_p00,v49_r004_context_plus_memory_lambda_0_8_p00056_rep00,56,0,before_primitive,context_plus_memory_lambda_0_8,0.8,True,True,W1,gaussian_four,56,"{""label"":""before_primitive_p00"",""lambda_value"":0.8,""update_count"":56,""values"":""0.000000,0.033351,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000"",""x_edges_m"":""1.200000;2.550000;3.900000;5.250000;6.600000"",""y_edges_m"":""0.000000;1.100000;2.200000;3.300000;4.400000""}",{},,not_updated_within_primitive,"0.000000,0.033351,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000;0.000000,0.000000,0.000000,0.000000",simulation_only_episodic_lift_belief
